BRAND,MODEL,MODEL,BATT_CAPACITY
Porsche,Taycan Plus,2023,83.7
Porsche,Taycan 4,2024,82.3
Porsche,Taycan Turbo Sport Turismo,2024,97
Porsche,Taycan Turbo S Sport Turismo,2022,83.7
Porsche,Taycan 4S Plus Sport Turismo,2022,83.7
Porsche,Taycan Turbo Sport Turismo,2022,83.7
Porsche,Taycan Turbo Cross Turismo,2021,83.7
Porsche,Taycan Turbo S Cross Turismo,2023,83.7
Porsche,Taycan Turbo Cross Turismo,2023,83.7
Renault,5 E-Tech 52kWh 150hp,2024,52
Renault,Megane E-Tech EV60 220hp,2022,60
Renault,Zoe ZE50 R110,2019,52
Renault,Scenic E-Tech EV87 220hp (TU2025),2025,87
Renault,Twingo Electric,2020,21.3
Renault,4 E-Tech 52kWh 150hp,2025,52
Renault,Scenic E-Tech EV87 220hp,2023,87
Renault,Megane E-Tech EV60 220hp (TU2025),2025,60
Renault,Zoe ZE50 R135,2019,52
Renault,5 E-Tech 40kWh 120hp,2024,40
Renault,5 E-Tech 40kWh 95hp,2025,40
Renault,Scenic E-Tech EV60 170hp (TU2025),2025,60
Renault,Zoe Q210,2013,23.3
Renault,Kangoo E-Tech Electric,2022,45
Renault,Kangoo Maxi ZE 33,2017,31
Renault,Megane E-Tech EV40 130hp,2022,40
Renault,Megane E-Tech EV60 130hp (TU2025),2025,60
Renault,Zoe R110,2018,41
Renault,Zoe ZE40 R110,2019,41
Renault,Zoe R90,2018,41
Renault,Zoe R240,2015,23.3
Renault,4 E-Tech 40kWh 120hp,2025,40
Renault,Zoe R90,2017,41
Renault,Scenic E-Tech EV60 170hp,2023,60
Renault,Zoe Q90,2017,41
Renault,Megane E-Tech EV60 130hp,2022,60
Renault,Kangoo Grand E-Tech Electric,2024,45
Renault,Zoe Q90,2018,41
Renault,Zoe R90 Entry,2017,23.3
Rolls-Royce,Spectre,2023,102
SEAT,Mii Electric,2020,32.3
Seres,3,2021,51
Seres,3,2020,50
Škoda,Elroq 85,2024,77
Škoda,Elroq 60,2024,59
Škoda,Enyaq 85,2025,77
Škoda,Enyaq 85,2023,77
Škoda,Enyaq iV 80,2021,77
Škoda,Enyaq iV 60,2021,58
Škoda,Elroq 50,2024,52
Škoda,Enyaq Coupe 85,2025,77
Škoda,Enyaq iV 80x,2021,77
Škoda,Elroq RS,2025,79
Škoda,Enyaq 60,2025,59
Škoda,Enyaq RS,2025,79
Škoda,Enyaq 85x,2025,77
Škoda,Enyaq Coupe RS,2025,79
Škoda,Enyaq 85x,2023,77
Škoda,CITIGOe iV,2020,32.3
Škoda,Enyaq Coupe 85,2023,77
Škoda,Enyaq 60,2023,58
Škoda,Enyaq Coupe 60,2025,59
Škoda,Enyaq Coupe 85x,2025,77
Škoda,Enyaq RS,2023,77
Škoda,Enyaq Coupe RS,2023,77
Škoda,Enyaq iV 50,2021,52
Škoda,Enyaq Coupe iV RS,2022,77
Škoda,Enyaq 50,2024,52
Škoda,Enyaq Coupe iV 80,2022,77
Škoda,Enyaq Coupe 85x,2023,77
Škoda,Enyaq iV RS,2023,77
Škoda,Enyaq Coupe iV 60,2022,58
Škoda,Enyaq Coupe 60,2023,58
Škoda,Enyaq Coupe iV 80x,2023,77
Skywell,BE11 Long Range,2024,81
Skywell,BE11 Standard Range,2024,68
Smart,#5 Brabus,2025,94
Smart,#5 Premium,2025,94
Smart,EQ fortwo coupe,2020,16.7
Smart,#1 Brabus,2023,62
Smart,#1 Pro+,2023,62
Smart,#3 Brabus,2024,62
Smart,#3 Premium,2024,62
Smart,EQ forfour,2020,16.7
Smart,#5 Summit Edition,2025,94
Smart,#1 Premium,2023,62
Smart,ForTwo Electric Drive,2017,16.7
Smart,#5 Pro,2025,74.4
Smart,#5 Pro+,2025,94
Smart,#1 Pro,2023,47
Smart,#5 Pulse,2025,94
Smart,#3 Pro,2024,47
Smart,ForFour Electric Drive,2017,16.7
Smart,#3 Pro+,2024,62
Smart,EQ fortwo coupe,2018,16.7
Smart,#1 Pulse,2023,62
Smart,#1 Pure,2024,47
Smart,#1 Pure+,2024,62
Smart,EQ forfour,2018,16.7
Smart,ForTwo Cabrio Electric Drive,2017,16.7
Smart,EQ fortwo cabrio,2018,16.7
Smart,EQ fortwo cabrio,2020,16.7
Sono,Sion,2023,47
SsangYong,Korando e-Motion,2022,56
Subaru,Solterra AWD,2022,64
Suzuki,e VITARA 61 kWh 2WD,2025,59.8
Suzuki,e VITARA 61 kWh 4WD AllGrip,2025,59.8
Suzuki,e VITARA 49 kWh 2WD,2025,47.8
Tesla,Model 3 Long Range RWD (Highland),2025,79
Tesla,Model Y Standard RWD (Juniper),2025,60
Tesla,Model Y Premium AWD (Juniper),2025,79
Tesla,Model Y Long Range AWD (Juniper),2025,75
Tesla,Model Y RWD (Juniper),2025,60
Tesla,Model 3 Long Range AWD (Highland),2025,79
Tesla,Model 3 Performance (Highland),2025,79
Tesla,Model 3 RWD (Highland CATL LFP64),2025,60
Tesla,Model 3 Long Range RWD (Highland),2024,75
Tesla,Model Y Long Range RWD (Juniper),2025,75
Tesla,Model Y Performance (Juniper),2025,79
Tesla,Model Y Long Range AWD,2022,75
Tesla,Model 3 Standard Range Plus,2019,49
Tesla,Model Y Premium RWD (Juniper),2025,75
Tesla,Model Y Performance,2022,75
Tesla,Model 3 Standard Range Plus (PANA 2170L),2021,51
Tesla,Model 3 Long Range AWD,2019,73.5
Tesla,Model S Plaid,2022,95
Tesla,Model 3 Performance (Highland),2024,75
Tesla,Model 3 Long Range AWD (Highland),2023,75
Tesla,Model 3 RWD (Highland CATL LFP60),2023,57
Tesla,Model Y Long Range RWD,2024,75
Tesla,Model 3 Long Range AWD,2021,75
Tesla,Model 3 RWD (CATL LFP60),2021,57
Tesla,Model 3 Performance,2020,76
Tesla,Model 3 Long Range AWD,2020,72
Tesla,Model 3 Long Range AWD,2021,76
Tesla,Model Y RWD (CATL LFP),2022,57
Tesla,Model S Dual Motor,2023,95
Tesla,Model Y RWD (BYD LFP),2022,57
Tesla,Model S 75D,2016,72.5
Tesla,Model Y Long Range AWD,2021,72
Tesla,Model 3 Performance,2022,75
Tesla,Model S 100D,2017,95
Tesla,Model 3 Standard Range Plus (CATL LFP55),2020,52.5
Tesla,Model S 85,2013,80.75
Tesla,Model 3 Long Range RWD,2023,75
Tesla,Model X Dual Motor,2023,95
Tesla,Model S Long Range,2019,95
Tesla,Model S 85D,2015,80.75
Tesla,Model X 100D,2017,95
Tesla,Model Y Long Range AWD Launch Series (Juniper),2025,75
Tesla,Model 3 Long Range RWD,2019,73.5
Tesla,Model S 90D,2016,85.5
Tesla,Model X Plaid,2022,95
Tesla,Model S P100D,2016,95
Tesla,Model 3 Performance,2019,73.5
Tesla,Model S P85D,2014,80.75
Tesla,Model S Long Range Plus,2020,98
Tesla,Model X 90D,2016,85.5
Tesla,Model X Long Range,2019,95
Tesla,Model X 75D,2016,72.5
Tesla,Model S Performance,2020,98
Tesla,Model S 70D,2015,66.5
Tesla,Model S 75,2016,72.5
Tesla,Model X Long Range Plus,2020,98
Tesla,Model X P100D,2017,95
Tesla,Model S P90D,2015,85.5
Tesla,Model X Performance,2020,98
Tesla,Model S 60,2016,62
Tesla,Model S Performance,2019,95
Tesla,Model X Ludicrous Performance,2019,95
Tesla,Model S Standard Range,2019,72.5
Tesla,Model S 90D,2015,85.5
Tesla,Model X Performance,2019,95
Tesla,Model X P90D,2016,85.5
Tesla,Model S 70,2015,66.5
Tesla,Model S 70,2016,69
Tesla,Model X Performance,2019,95
Tesla,Model X Long Range,2019,95
Tesla,Model S P90D,2016,85.5
Tesla,Model X 60D,2016,62
Tesla,Model S 60D,2016,62
Tesla,Model X Standard Range,2019,72.5
Tesla,Model X Ludicrous Performance,2019,95
Tesla,Model S P90DL,2016,85.5
Tesla,Model X P90DL,2016,85.5
Tesla,Model S 70D,2016,69
Tesla,Model S P90DL,2015,85.5
Tesla,Model X Performance,2019,95
TOGG,T10F Long Range RWD,2025,85
TOGG,T10F Long Range AWD,2025,85
TOGG,T10X Long Range RWD,2025,85
TOGG,T10X Long Range AWD,2025,85
TOGG,T10F Standard Range RWD,2025,50
TOGG,T10X Standard Range RWD,2025,50
Toyota,bZ4X FWD (MY22-24),2022,64
Toyota,bZ4X AWD (MY22-24),2022,64
Toyota,bZ4X FWD 73.1 kWh (MY25),2025,69
Toyota,Proace Verso L 75 kWh,2024,69
Toyota,bZ4X AWD 73.1 kWh (MY25),2025,69
Toyota,Urban Cruiser 61.1 kWh AWD,2025,59.8
Toyota,Urban Cruiser 61.1 kWh,2025,59.8
Toyota,bZ4X FWD 57.7 kWh (MY25),2025,54
Toyota,Urban Cruiser 48.8 kWh,2025,47.8
Toyota,Proace City Verso L2 50 kWh,2024,50
Toyota,Proace Verso M 50 kWh,2024,46.3
Toyota,Proace Verso L 75 kWh,2021,69
Toyota,Proace Verso M 75 kWh,2021,69
Toyota,Proace City Verso L1 50 kWh,2024,50
Toyota,Proace Verso M 75 kWh,2024,69
Toyota,Proace Verso M 50 kWh,2021,46.3
Toyota,Proace City Verso L1 50 kWh,2022,46.3
Toyota,Proace Shuttle L 50 kWh,2021,46.3
Toyota,Proace City Verso L2 50 kWh,2022,46.3
Toyota,Proace Verso L 50 kWh,2021,46.3
Toyota,Proace Shuttle L 75 kWh,2021,69
Toyota,Proace Shuttle M 75 kWh,2021,69
Toyota,Proace Shuttle M 50 kWh,2021,46.3
VinFast,VF 6 Eco,2025,59.6
VinFast,VF 8 Eco Extended Range,2023,87.7
VinFast,VF 6 Plus,2025,59.6
VinFast,VF 8 Plus Extended Range,2023,87.7
Volkswagen,ID.3 Pro S (MY26),2025,79
Volkswagen,ID.4 Pro (MY24-25),2023,77
Volkswagen,e-Golf,2017,32
Volkswagen,ID.7 Pro (MY24-25),2023,77
Volkswagen,ID.4 Pro Performance,2021,77
Volkswagen,ID.3 Pro,2023,58
Volkswagen,ID.4 Pro (MY26),2025,77
Volkswagen,ID.3 Pure (MY24-26),2024,52
Volkswagen,ID.7 Tourer Pro S (MY26),2025,86
Volkswagen,ID.7 Pro S (MY26),2025,86
Volkswagen,ID.3 Pro,2021,58
Volkswagen,e-Up!,2021,32.3
Volkswagen,ID. Buzz LWB Pro,2024,86
Volkswagen,ID.4 Pure (MY24-25),2023,52
Volkswagen,ID. Buzz Pro,2022,77
Volkswagen,ID.3 Pro (MY24-26),2024,59
Volkswagen,ID.3 Pro S (MY24-25),2024,77
Volkswagen,ID.7 Tourer Pro (MY24-25),2024,77
Volkswagen,ID.3 1st,2020,58
Volkswagen,e-Up!,2020,32.3
Volkswagen,ID.7 Tourer GTX (MY24-25),2024,86
Volkswagen,ID.3 GTX (MY24-26),2024,79
Volkswagen,ID.3 Pro Performance,2021,58
Volkswagen,ID.7 Tourer Pro (MY26),2025,77
Volkswagen,ID.7 Tourer GTX (MY26),2025,86
Volkswagen,e-Golf,2014,20.5
Volkswagen,ID.3 Pro,2020,58
Volkswagen,ID.4 GTX (MY24-25),2023,77
Volkswagen,ID.4 1st,2020,77
Volkswagen,ID.7 Pro S (MY24-25),2024,86
Volkswagen,ID.5 Pro (MY24-25),2023,77
Volkswagen,ID.4 Pro,2022,77
Volkswagen,ID.4 GTX,2022,77
Volkswagen,ID.7 Pro (MY26),2025,77
Volkswagen,ID. Buzz LWB GTX,2024,86
Volkswagen,ID. Buzz NWB Pro,2024,79
Volkswagen,ID.3 GTX Performance (MY24-26),2024,79
Volkswagen,ID.4 Pure (MY26),2025,52
Volkswagen,ID.3 Pure Performance,2021,45
Volkswagen,ID.4 Pure,2021,52
Volkswagen,ID.4 GTX (MY26),2025,79
Volkswagen,ID.7 GTX (MY26),2025,86
Volkswagen,ID.4 Pro 4MOTION (MY24-25),2023,77
Volkswagen,e-Up!,2016,16
Volkswagen,ID.7 GTX (MY24-25),2024,86
Volkswagen,ID.3 Pure Performance,2021,45
Volkswagen,ID.5 Pro (MY26),2025,77
Volkswagen,ID.7 Tourer Pro S (MY24-25),2024,86
Volkswagen,ID.3 Pro S,2020,77
Volkswagen,ID.5 GTX (MY24-25),2023,77
Volkswagen,ID.3 Pro S - 4 Seats,2021,77
Volkswagen,ID.4 Pro 4MOTION (MY26),2025,77
Volkswagen,e-Caravelle L2 160 kW 64 kWh,2025,63.8
Volkswagen,ID.3 Pro S - 4 Seats,2023,77
Volkswagen,e-Up!,2014,16
Volkswagen,ID.3 Pro S - 5 Seats,2021,77
Volkswagen,ID.3 Pro Performance,2020,58
Volkswagen,ID.4 Pure Performance,2021,52
Volkswagen,ID.5 GTX (MY26),2025,79
Volkswagen,ID.5 Pro Performance,2022,77
Volkswagen,ID.5 GTX,2022,77
Volkswagen,ID. Buzz NWB Pure,2024,59
Volkswagen,ID.5 Pure (MY26),2025,52
Volkswagen,ID. Buzz NWB GTX,2024,79
Volkswagen,e-Transporter Kombi L2 160 kW 64 kWh,2025,63.8
Volkswagen,ID.5 Pro Performance,2022,77
Volkswagen,ID.4 Pro 4MOTION,2022,77
Volkswagen,ID.4 GTX,2021,77
Volkswagen,e-Transporter Kombi L1 100 kW 64 kWh,2025,63.8
Volkswagen,e-Caravelle L2 100 kW 64 kWh,2025,63.8
Volkswagen,e-Caravelle L2 210 kW 64 kWh,2025,63.8
Volkswagen,ID.5 Pro,2022,77
Volkswagen,ID.5 Pure (MY24-25),2024,52
Volkswagen,ID.5 GTX,2022,77
Volkswagen,e-Transporter Kombi L2 210 kW 64 kWh,2025,63.8
Volkswagen,e-Caravelle L1 210 kW 64 kWh,2025,63.8
Volkswagen,e-Transporter Kombi L1 210 kW 64 kWh,2025,63.8
Volkswagen,e-Caravelle L1 100 kW 64 kWh,2025,63.8
Volkswagen,e-Transporter Kombi L2 100 kW 64 kWh,2025,63.8
Volkswagen,ID.5 Pro,2022,77
Volkswagen,e-Transporter Kombi L1 160 kW 64 kWh,2025,63.8
Volkswagen,e-Caravelle L1 160 kW 64 kWh,2025,63.8
Volvo,EX30 Single Motor ER (MY24-26),2023,65
Volvo,EX30 Single Motor (MY24-26),2023,49
Volvo,EX40 Single Motor ER (MY26),2025,79
Volvo,EX30 Twin Motor Performance (MY24-26),2023,65
Volvo,EX90 Twin Motor (MY24-25),2022,107
Volvo,XC40 Recharge Single Motor ER (MY24),2022,79
Volvo,XC40 Recharge Pure Electric (MY23),2022,67
Volvo,EX90 Twin Motor Performance (MY24-25),2022,107
Volvo,ES90 Twin Motor (MY26),2025,102
Volvo,C40 Recharge Twin Motor (MY24),2022,79
Volvo,XC40 Recharge Pure Electric (MY22),2021,67
Volvo,EX40 Single Motor ER (MY25),2024,79
Volvo,EX90 Twin Motor (MY26),2025,102
Volvo,ES90 Single Motor (MY26),2025,88
Volvo,XC40 P8 AWD Recharge (MY21),2020,75
Volvo,EX30 Cross Country (MY26),2025,65
Volvo,XC40 Recharge Twin Motor (MY24),2022,79
Volvo,EX40 Single Motor (MY25),2024,67
Volvo,EC40 Single Motor ER (MY26),2025,79
Volvo,EC40 Single Motor ER (MY25),2024,79
Volvo,XC40 Recharge Single Motor (MY24),2022,66
Volvo,EX90 Single Motor (MY26),2025,88
Volvo,EX40 Twin Motor (MY25),2024,79
Volvo,EX90 Single Motor (MY24-25),2023,100
Volvo,C40 Recharge Single Motor (MY24),2022,66
Volvo,C40 Recharge Pure Electric (MY23),2022,67
Volvo,EX90 Twin Motor Performance (MY26),2025,102
Volvo,EC40 Single Motor (MY25),2024,67
Volvo,ES90 Twin Motor Performance (MY26),2025,102
Volvo,EX40 Twin Motor (MY26),2025,79
Volvo,EC40 Twin Motor (MY26),2025,79
Volvo,EX40 Single Motor (MY26),2025,67
Volvo,XC40 Recharge Twin Pure Electric (MY22),2021,75
Volvo,C40 Recharge Twin Pure Electric (MY22),2021,75
Volvo,C40 Recharge Single Motor ER (MY24),2022,79
Volvo,EC40 Twin Motor Performance (MY26),2025,79
Volvo,EX40 Twin Motor Performance (MY26),2025,79
Volvo,EC40 Twin Motor (MY25),2024,79
Volvo,XC40 Recharge Twin Pure Electric (MY23),2022,75
Volvo,EX40 Twin Motor Performance (MY25),2024,79
Volvo,EC40 Single Motor (MY26),2025,67
Volvo,EC40 Twin Motor Performance (MY25),2024,79
Voyah,Free 106 kWh,2023,100
Voyah,Courage 80 kWh AWD,2025,77.3
Voyah,Courage 80 kWh RWD,2025,77.3
XPENG,G6 RWD Long Range (MY25),2025,80
XPENG,G6 RWD Long Range (MY24),2024,87.5
XPENG,G6 RWD Standard Range (MY24),2024,65.34
XPENG,G9 RWD Long Range (MY25),2025,92.2
XPENG,G9 AWD Performance (MY25),2025,92.2
XPENG,P7 RWD Long Range,2023,82.7
XPENG,G9 RWD Long Range (MY24),2023,93.1
XPENG,G6 AWD Performance (MY25),2025,80
XPENG,G9 AWD Performance (MY24),2023,93.1
XPENG,G6 AWD Performance (MY24),2024,87.5
XPENG,G9 RWD Standard Range (MY24),2023,75.8
XPENG,P7 Wing Edition,2023,82.7
XPENG,G9 RWD Standard Range (MY25),2025,78.2
XPENG,P7 AWD Performance,2023,82.7
Zeekr,7X Long Range RWD,2025,94
Zeekr,7X Performance AWD,2025,94
Zeekr,7X Premium RWD,2025,71
Zeekr,001 Performance AWD,2023,94
Zeekr,001 Long Range RWD,2023,94
Zeekr,X Privilege AWD,2023,65
Zeekr,X Long Range RWD,2023,65
Zeekr,X Long Range RWD (MY25),2025,65
Zeekr,001 Privilege AWD,2023,94
Zeekr,X Privilege AWD (MY25),2025,65
Zeekr,X Core RWD (MY25),2025,49